# nnet/wrap/extract_wrapper.sh --gpuid -1 --env tf_cpu --min-chunk-size 25 --chunk-size 10000 --normalize false --node output /SpeakerDiarization/diarization_online/basemodel/xvector_nnet_pretrain "ark:apply-cmvn-sliding --norm-vars=false --center=true --cmn-window=300 scp:/SpeakerDiarization/diarization_online/data/spkrs/split1/1/feats.scp ark:- | select-voiced-frames ark:- scp,s,cs:/SpeakerDiarization/diarization_online/data/spkrs/split1/1/vad.scp ark:- |" "ark:| copy-vector ark:- ark,scp:/SpeakerDiarization/diarization_online/basemodel/xvector_nnet_pretrain/xvectors/xvector.1.ark,/SpeakerDiarization/diarization_online/basemodel/xvector_nnet_pretrain/xvectors/xvector.1.scp" 
# Started at Tue Feb 11 11:48:27 UTC 2020
#
INFO:tensorflow:Extract embedding from output
2020-02-11 11:48:27.758275: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 AVX512F FMA
INFO:tensorflow:Extract embedding from node output
INFO:tensorflow:[INFO] Key 0002-2019_10_23_09_29_35 length 152.
INFO:tensorflow:[INFO] Key 0002-2019_10_23_13_36_13 length 117.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_37_42 length 228.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_37_59 length 150.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_38_27 length 167.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_38_41 length 160.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_39_01 length 193.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_39_19 length 199.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_39_34 length 186.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_39_51 length 158.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_40_07 length 137.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_40_24 length 155.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_40_37 length 193.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_54_19 length 159.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_54_44 length 165.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_55_00 length 235.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_55_18 length 163.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_55_38 length 139.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_56_03 length 163.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_56_20 length 194.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_15_56_40 length 164.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_01_10 length 136.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_07_03 length 173.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_09_58 length 176.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_19_44 length 300.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_20_50 length 213.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_46_02 length 75.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_47_50 length 86.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_16_55_19 length 142.
INFO:tensorflow:[INFO] Key 0002-2019_11_08_18_38_14 length 200.
INFO:tensorflow:[INFO] Key 0003-2019_10_18_14_39_10_1 length 218.
INFO:tensorflow:[INFO] Key 0003-2019_10_18_14_39_10_2 length 200.
INFO:tensorflow:[INFO] Key 0003-2019_10_18_14_39_10_3 length 136.
INFO:tensorflow:[INFO] Key 0003-2019_10_18_14_39_11_4 length 220.
INFO:tensorflow:[INFO] Key 0003-2019_10_18_14_39_36 length 246.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_13_34 length 199.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_14_15 length 234.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_14_40 length 168.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_15_03 length 242.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_15_30 length 204.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_15_42 length 326.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_15_57 length 205.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_16_12 length 277.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_16_38 length 605.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_16_56 length 205.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_17_39 length 295.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_17_56 length 438.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_18_14 length 220.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_19_15 length 113.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_16_20_15 length 166.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_37_07 length 178.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_37_22 length 177.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_37_41 length 216.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_43_07 length 211.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_43_58 length 155.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_45_07 length 383.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_46_28 length 112.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_48_22 length 167.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_48_36 length 185.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_49_27 length 258.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_50_27 length 242.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_51_38 length 171.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_52_23 length 153.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_53_21 length 222.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_54_06 length 295.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_54_23 length 177.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_55_12 length 219.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_55_55 length 249.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_56_54 length 264.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_58_06 length 232.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_59_03 length 208.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_18_59_49 length 177.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_00_48 length 176.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_01_37 length 177.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_03_38 length 230.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_04_21 length 235.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_05_11 length 207.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_06_01 length 220.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_07_18 length 276.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_08_07 length 151.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_08_45 length 124.
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_09_35 length 126.
WARNING (select-voiced-frames[5.5.637~1-134b1]:main():select-voiced-frames.cc:83) No features were judged as voiced for utterance 0003-2019_11_08_16_08_07
WARNING (select-voiced-frames[5.5.637~1-134b1]:main():select-voiced-frames.cc:83) No features were judged as voiced for utterance 0003-2019_11_08_16_11_54
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_10_59 length 259.
WARNING (select-voiced-frames[5.5.637~1-134b1]:main():select-voiced-frames.cc:83) No features were judged as voiced for utterance 0003-2019_11_08_16_12_17
INFO:tensorflow:[INFO] Key 0003-2019_10_22_19_11_42 length 282.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_14_48 length 165.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_30_13 length 133.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_33_37 length 212.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_36_28 length 113.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_39_56 length 98.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_43_13 length 138.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_43_35 length 179.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_45_34 length 178.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_45_57 length 107.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_47_33 length 165.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_49_14 length 171.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_51_03 length 160.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_53_54 length 137.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_55_34 length 197.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_57_38 length 118.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_16_59_29 length 134.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_01_27 length 102.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_03_25 length 79.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_04_59 length 117.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_06_31 length 135.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_06_50 length 192.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_08_13 length 92.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_09_57 length 134.
INFO:tensorflow:[INFO] Key 0003-2019_11_08_17_11_25 length 106.
INFO:tensorflow:[INFO] Key 0003-2019_12_05_13_50_39 length 169.
INFO:tensorflow:[INFO] Key 0003-2019_12_05_13_51_59 length 361.
INFO:tensorflow:[INFO] Key 0003-2019_12_17_14_34_06 length 120.
INFO:tensorflow:[INFO] Key 0003-2019_12_17_14_34_18 length 113.
INFO:tensorflow:[INFO] Key 0003-2019_12_17_14_35_06 length 164.
INFO:tensorflow:[INFO] Key 0003-2019_12_17_14_35_45 length 107.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_08_43_58 length 118.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_08_44_39 length 88.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_54_33 length 112.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_54_54 length 90.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_55_38 length 145.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_56_11 length 83.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_58_16 length 149.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_58_35 length 76.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_58_56 length 76.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_59_32 length 91.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_11_59_45 length 91.
INFO:tensorflow:[INFO] Key 0003-2019_12_18_12_00_20 length 120.
INFO:tensorflow:[INFO] Key 0004-2019_10_18_14_41_23_1 length 233.
INFO:tensorflow:[INFO] Key 0004-2019_10_18_14_41_23_2 length 142.
INFO:tensorflow:[INFO] Key 0004-2019_10_18_14_41_23_3 length 127.
INFO:tensorflow:[INFO] Key 0004-2019_10_18_14_41_23_4 length 124.
INFO:tensorflow:[INFO] Key 0004-2019_10_18_14_41_49 length 129.
INFO:tensorflow:[INFO] Key 0004-2019_10_22_16_31_01 length 225.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_29_11 length 368.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_29_51 length 161.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_30_51 length 192.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_31_16 length 162.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_31_51 length 160.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_32_37 length 250.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_33_25 length 169.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_34_09 length 228.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_34_31 length 192.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_35_01 length 182.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_35_24 length 150.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_35_48 length 134.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_37_04 length 138.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_37_32 length 154.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_38_04 length 133.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_38_22 length 80.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_38_51 length 135.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_39_09 length 101.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_39_32 length 105.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_39_47 length 184.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_40_03 length 205.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_40_26 length 77.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_40_52 length 107.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_41_08 length 234.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_41_18 length 125.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_41_32 length 149.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_41_55 length 175.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_42_13 length 276.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_42_28 length 174.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_42_52 length 132.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_43_09 length 145.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_43_33 length 95.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_44_01 length 227.
INFO:tensorflow:[INFO] Key 0004-2019_10_23_09_44_17 length 105.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_10_21 length 140.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_13_30 length 107.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_17_29 length 105.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_18_45 length 118.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_20_28 length 99.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_22_05 length 112.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_24_01 length 102.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_25_33 length 104.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_27_17 length 101.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_28_25 length 106.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_29_46 length 86.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_31_17 length 77.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_32_36 length 94.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_33_54 length 85.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_35_21 length 85.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_36_51 length 84.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_38_17 length 82.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_17_39_42 length 88.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_22_46 length 124.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_23_30 length 107.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_34_55 length 103.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_36_32 length 89.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_37_30 length 92.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_38_21 length 96.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_39_44 length 94.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_40_19 length 92.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_40_54 length 94.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_46_49 length 66.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_47_11 length 58.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_47_33 length 108.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_47_44 length 79.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_48_14 length 90.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_49_22 length 79.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_49_45 length 110.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_50_25 length 58.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_51_03 length 174.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_51_32 length 104.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_51_41 length 99.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_52_27 length 68.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_57_37 length 76.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_58_06 length 147.
INFO:tensorflow:[INFO] Key 0004-2019_11_08_18_58_32 length 89.
INFO:tensorflow:[INFO] Key 0005-2019_10_18_14_45_42_1 length 174.
INFO:tensorflow:[INFO] Key 0005-2019_10_18_14_45_42_2 length 200.
INFO:tensorflow:[INFO] Key 0005-2019_10_18_14_45_42_3 length 169.
INFO:tensorflow:[INFO] Key 0005-2019_10_18_14_45_42_4 length 192.
INFO:tensorflow:[INFO] Key 0005-2019_10_18_14_46_22 length 212.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_05_48 length 277.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_10_43 length 194.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_11_34 length 202.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_12_26 length 267.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_13_30 length 175.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_14_49 length 268.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_15_49 length 267.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_16_38 length 252.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_17_29 length 288.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_18_56 length 206.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_20_23 length 210.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_21_19 length 163.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_22_17 length 201.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_22_58 length 143.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_23_41 length 172.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_24_22 length 204.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_25_31 length 214.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_26_13 length 208.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_26_57 length 129.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_27_53 length 173.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_28_31 length 137.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_29_08 length 236.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_29_46 length 164.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_30_25 length 158.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_31_05 length 163.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_31_49 length 224.
INFO:tensorflow:[INFO] Key 0005-2019_10_22_19_32_29 length 163.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_00_22 length 131.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_01_07 length 163.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_01_23 length 96.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_02_04 length 231.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_02_24 length 165.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_03_20 length 149.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_04_52 length 180.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_05_09 length 104.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_05_51 length 160.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_06_09 length 218.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_10_32 length 169.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_11_12 length 148.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_11_36 length 213.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_12_30 length 225.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_12_51 length 252.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_13_35 length 170.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_14_21 length 196.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_15_25 length 164.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_16_25 length 198.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_17_03 length 263.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_17_17_32 length 171.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_16_38 length 259.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_16_57 length 237.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_17_24 length 293.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_18_54 length 163.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_20_57 length 285.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_21_35 length 164.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_22_21 length 347.
LOG (apply-cmvn-sliding[5.5.637~1-134b1]:main():apply-cmvn-sliding.cc:75) Applied sliding-window cepstral mean normalization to 318 utterances, 0 had errors.
INFO:tensorflow:[INFO] Key 0005-2019_11_08_18_23_37 length 202.
